pos	tpm	group	gsmid	cell
11341740	1.6	CNTL	GSM3323602	aN
11341760	2	CNTL	GSM3323602	aN
11341780	1.1	CNTL	GSM3323602	aN
11341800	0.4	CNTL	GSM3323602	aN
11341820	1.4	CNTL	GSM3323602	aN
11341840	2	CNTL	GSM3323602	aN
11341860	1.7	CNTL	GSM3323602	aN
11341880	1.9	CNTL	GSM3323602	aN
11341900	1.8	CNTL	GSM3323602	aN
11341920	1.9	CNTL	GSM3323602	aN
11341940	2.8	CNTL	GSM3323602	aN
11341960	3.1	CNTL	GSM3323602	aN
11341980	2.4	CNTL	GSM3323602	aN
11342000	1.8	CNTL	GSM3323602	aN
11342020	0.4	CNTL	GSM3323602	aN
11342080	0.9	CNTL	GSM3323602	aN
11342100	1	CNTL	GSM3323602	aN
11342120	0.8	CNTL	GSM3323602	aN
11342160	1	CNTL	GSM3323602	aN
11342180	1	CNTL	GSM3323602	aN
11342200	0.7	CNTL	GSM3323602	aN
11342400	0.1	CNTL	GSM3323602	aN
11342420	0.3	CNTL	GSM3323602	aN
11342440	0.3	CNTL	GSM3323602	aN
11342460	0.4	CNTL	GSM3323602	aN
11342480	0.5	CNTL	GSM3323602	aN
11342500	0.6	CNTL	GSM3323602	aN
11342520	0.5	CNTL	GSM3323602	aN
11342540	0.8	CNTL	GSM3323602	aN
11342560	0.6	CNTL	GSM3323602	aN
11342580	0.1	CNTL	GSM3323602	aN
11342640	0.5	CNTL	GSM3323602	aN
11342660	1.6	CNTL	GSM3323602	aN
11342680	2.8	CNTL	GSM3323602	aN
11342700	3.5	CNTL	GSM3323602	aN
11342720	3.8	CNTL	GSM3323602	aN
11342740	3.7	CNTL	GSM3323602	aN
11342760	3.6	CNTL	GSM3323602	aN
11342780	3.1	CNTL	GSM3323602	aN
11342800	2	CNTL	GSM3323602	aN
11342820	2	CNTL	GSM3323602	aN
11342840	1.3	CNTL	GSM3323602	aN
11342860	1.3	CNTL	GSM3323602	aN
11342880	2.5	CNTL	GSM3323602	aN
11342900	2.3	CNTL	GSM3323602	aN
11342920	1.9	CNTL	GSM3323602	aN
11342940	2.6	CNTL	GSM3323602	aN
11342960	4.1	CNTL	GSM3323602	aN
11342980	4.7	CNTL	GSM3323602	aN
11343000	5.2	CNTL	GSM3323602	aN
11343020	3.9	CNTL	GSM3323602	aN
11343040	1.8	CNTL	GSM3323602	aN
11343060	1.3	CNTL	GSM3323602	aN
11343080	1.1	CNTL	GSM3323602	aN
11343100	1.9	CNTL	GSM3323602	aN
11343120	3	CNTL	GSM3323602	aN
11343140	2.7	CNTL	GSM3323602	aN
11343160	1.3	CNTL	GSM3323602	aN
11343200	0.4	CNTL	GSM3323602	aN
11336360	0.3	CNTL	GSM3323604	SM
11336380	1.6	CNTL	GSM3323604	SM
11336400	1.6	CNTL	GSM3323604	SM
11336420	0.6	CNTL	GSM3323604	SM
11336480	0.9	CNTL	GSM3323604	SM
11336500	1.6	CNTL	GSM3323604	SM
11336520	1.6	CNTL	GSM3323604	SM
11336540	0.1	CNTL	GSM3323604	SM
11337080	1.5	CNTL	GSM3323604	SM
11337100	1.9	CNTL	GSM3323604	SM
11337120	1.5	CNTL	GSM3323604	SM
11337220	1.4	CNTL	GSM3323604	SM
11337240	1.9	CNTL	GSM3323604	SM
11337260	1.6	CNTL	GSM3323604	SM
11337420	0.2	CNTL	GSM3323604	SM
11337440	0.3	CNTL	GSM3323604	SM
11337460	0.3	CNTL	GSM3323604	SM
11337540	0.2	CNTL	GSM3323604	SM
11337560	1.1	CNTL	GSM3323604	SM
11337580	2.1	CNTL	GSM3323604	SM
11337600	1.9	CNTL	GSM3323604	SM
11337620	0.5	CNTL	GSM3323604	SM
11337640	0.3	CNTL	GSM3323604	SM
11337660	0.1	CNTL	GSM3323604	SM
11337700	1.2	CNTL	GSM3323604	SM
11337720	1.4	CNTL	GSM3323604	SM
11337740	1.6	CNTL	GSM3323604	SM
11337760	0.9	CNTL	GSM3323604	SM
11337780	1.9	CNTL	GSM3323604	SM
11337800	3.2	CNTL	GSM3323604	SM
11337820	4.3	CNTL	GSM3323604	SM
11337840	4.5	CNTL	GSM3323604	SM
11337860	9.6	CNTL	GSM3323604	SM
11337880	9.2	CNTL	GSM3323604	SM
11337900	4.9	CNTL	GSM3323604	SM
11337920	0.7	CNTL	GSM3323604	SM
11337940	1.5	CNTL	GSM3323604	SM
11337960	4.1	CNTL	GSM3323604	SM
11337980	4.6	CNTL	GSM3323604	SM
11338000	3.5	CNTL	GSM3323604	SM
11338020	2.8	CNTL	GSM3323604	SM
11338040	6.9	CNTL	GSM3323604	SM
11338060	8	CNTL	GSM3323604	SM
11338080	5.1	CNTL	GSM3323604	SM
11338100	0.8	CNTL	GSM3323604	SM
11338120	1.5	CNTL	GSM3323604	SM
11338140	3.6	CNTL	GSM3323604	SM
11338160	4.7	CNTL	GSM3323604	SM
11338180	2.5	CNTL	GSM3323604	SM
11338200	0.8	CNTL	GSM3323604	SM
11338220	0.2	CNTL	GSM3323604	SM
11338260	0.2	CNTL	GSM3323604	SM
11338280	0.6	CNTL	GSM3323604	SM
11338300	0.6	CNTL	GSM3323604	SM
11338340	0.6	CNTL	GSM3323604	SM
11338360	0.9	CNTL	GSM3323604	SM
11338380	0.9	CNTL	GSM3323604	SM
11338400	1.2	CNTL	GSM3323604	SM
11338420	1.2	CNTL	GSM3323604	SM
11338440	0.7	CNTL	GSM3323604	SM
11338480	0.6	CNTL	GSM3323604	SM
11338500	0.6	CNTL	GSM3323604	SM
11338520	0.4	CNTL	GSM3323604	SM
11338540	1.4	CNTL	GSM3323604	SM
11338560	1.9	CNTL	GSM3323604	SM
11338580	1.4	CNTL	GSM3323604	SM
11338620	0.9	CNTL	GSM3323604	SM
11338640	0.9	CNTL	GSM3323604	SM
11338660	0.6	CNTL	GSM3323604	SM
11338880	0.9	CNTL	GSM3323604	SM
11338900	0.9	CNTL	GSM3323604	SM
11338920	0.6	CNTL	GSM3323604	SM
11339040	0.7	CNTL	GSM3323604	SM
11339060	0.9	CNTL	GSM3323604	SM
11339080	0.4	CNTL	GSM3323604	SM
11339180	0.8	CNTL	GSM3323604	SM
11339200	1.6	CNTL	GSM3323604	SM
11339220	1.2	CNTL	GSM3323604	SM
11339300	0.3	CNTL	GSM3323604	SM
11339320	0.6	CNTL	GSM3323604	SM
11339340	0.6	CNTL	GSM3323604	SM
11339360	0.1	CNTL	GSM3323604	SM
11339580	0.2	CNTL	GSM3323604	SM
11339600	0.9	CNTL	GSM3323604	SM
11339620	0.9	CNTL	GSM3323604	SM
11339640	0.4	CNTL	GSM3323604	SM
11339740	0.3	CNTL	GSM3323604	SM
11339760	0.8	CNTL	GSM3323604	SM
11339780	1	CNTL	GSM3323604	SM
11339800	0.8	CNTL	GSM3323604	SM
11339820	0.6	CNTL	GSM3323604	SM
11339840	0.3	CNTL	GSM3323604	SM
11340120	0.2	CNTL	GSM3323604	SM
11340140	0.6	CNTL	GSM3323604	SM
11340160	0.6	CNTL	GSM3323604	SM
11340180	0.1	CNTL	GSM3323604	SM
11340600	0.4	CNTL	GSM3323604	SM
11340620	2.5	CNTL	GSM3323604	SM
11340640	2.5	CNTL	GSM3323604	SM
11340660	1.1	CNTL	GSM3323604	SM
11340680	0.6	CNTL	GSM3323604	SM
11340700	2.5	CNTL	GSM3323604	SM
11340720	3	CNTL	GSM3323604	SM
11340740	4.3	CNTL	GSM3323604	SM
11340760	4.4	CNTL	GSM3323604	SM
11340780	3.4	CNTL	GSM3323604	SM
11340800	0.3	CNTL	GSM3323604	SM
11340820	0.3	CNTL	GSM3323604	SM
11340840	2.2	CNTL	GSM3323604	SM
11340860	3.7	CNTL	GSM3323604	SM
11340880	3.6	CNTL	GSM3323604	SM
11340900	1.7	CNTL	GSM3323604	SM
11340920	0.3	CNTL	GSM3323604	SM
11340940	0.3	CNTL	GSM3323604	SM
11340960	0.7	CNTL	GSM3323604	SM
11340980	0.6	CNTL	GSM3323604	SM
11341000	0.6	CNTL	GSM3323604	SM
11341060	0.3	CNTL	GSM3323604	SM
11341080	1.7	CNTL	GSM3323604	SM
11341100	2	CNTL	GSM3323604	SM
11341120	2.3	CNTL	GSM3323604	SM
11341140	1.9	CNTL	GSM3323604	SM
11341160	1.9	CNTL	GSM3323604	SM
11341180	0.2	CNTL	GSM3323604	SM
11341220	0.8	CNTL	GSM3323604	SM
11341240	2	CNTL	GSM3323604	SM
11341260	3.3	CNTL	GSM3323604	SM
11341280	1.9	CNTL	GSM3323604	SM
11341300	1.1	CNTL	GSM3323604	SM
11341320	0.9	CNTL	GSM3323604	SM
11341340	0.9	CNTL	GSM3323604	SM
11341360	0.1	CNTL	GSM3323604	SM
11341380	0.4	CNTL	GSM3323604	SM
11341400	2.4	CNTL	GSM3323604	SM
11341420	2.5	CNTL	GSM3323604	SM
11341440	1.1	CNTL	GSM3323604	SM
11341460	0.7	CNTL	GSM3323604	SM
11341480	0.9	CNTL	GSM3323604	SM
11341500	1.1	CNTL	GSM3323604	SM
11341520	0.9	CNTL	GSM3323604	SM
11341540	0.9	CNTL	GSM3323604	SM
11341560	0.1	CNTL	GSM3323604	SM
11341600	1.2	CNTL	GSM3323604	SM
11341620	2	CNTL	GSM3323604	SM
11341640	2.3	CNTL	GSM3323604	SM
11341660	0.9	CNTL	GSM3323604	SM
11341720	0.8	CNTL	GSM3323604	SM
11341740	1.9	CNTL	GSM3323604	SM
11341760	3.2	CNTL	GSM3323604	SM
11341780	1.8	CNTL	GSM3323604	SM
11341800	1.3	CNTL	GSM3323604	SM
11341820	1.9	CNTL	GSM3323604	SM
11341840	1.9	CNTL	GSM3323604	SM
11341860	0.3	CNTL	GSM3323604	SM
11341880	0.9	CNTL	GSM3323604	SM
11341900	1.9	CNTL	GSM3323604	SM
11341920	1.9	CNTL	GSM3323604	SM
11341940	0.2	CNTL	GSM3323604	SM
11341980	1.4	CNTL	GSM3323604	SM
11342000	1.9	CNTL	GSM3323604	SM
11342020	1.6	CNTL	GSM3323604	SM
11336360	0.1	CNTL	GSM3323605	T3
11336380	0.5	CNTL	GSM3323605	T3
11336400	0.5	CNTL	GSM3323605	T3
11336420	0.2	CNTL	GSM3323605	T3
11336480	0.2	CNTL	GSM3323605	T3
11336500	0.5	CNTL	GSM3323605	T3
11336520	0.5	CNTL	GSM3323605	T3
11336540	0.1	CNTL	GSM3323605	T3
11337560	0.3	CNTL	GSM3323605	T3
11337580	0.5	CNTL	GSM3323605	T3
11337600	0.5	CNTL	GSM3323605	T3
11337620	1.1	CNTL	GSM3323605	T3
11337640	1.1	CNTL	GSM3323605	T3
11337660	0.4	CNTL	GSM3323605	T3
11337760	1.2	CNTL	GSM3323605	T3
11337780	5.2	CNTL	GSM3323605	T3
11337800	8.6	CNTL	GSM3323605	T3
11337820	8.5	CNTL	GSM3323605	T3
11337840	3.4	CNTL	GSM3323605	T3
11337860	3	CNTL	GSM3323605	T3
11337880	3.4	CNTL	GSM3323605	T3
11337900	2.9	CNTL	GSM3323605	T3
11337920	0.6	CNTL	GSM3323605	T3
11337940	0.1	CNTL	GSM3323605	T3
11337960	1.8	CNTL	GSM3323605	T3
11337980	3.5	CNTL	GSM3323605	T3
11338000	4.6	CNTL	GSM3323605	T3
11338020	6.2	CNTL	GSM3323605	T3
11338040	6	CNTL	GSM3323605	T3
11338060	5.4	CNTL	GSM3323605	T3
11338080	2.4	CNTL	GSM3323605	T3
11338100	1.1	CNTL	GSM3323605	T3
11338120	1.1	CNTL	GSM3323605	T3
11338140	2.3	CNTL	GSM3323605	T3
11338160	3.4	CNTL	GSM3323605	T3
11338180	2.3	CNTL	GSM3323605	T3
11338200	1.3	CNTL	GSM3323605	T3
11338220	2	CNTL	GSM3323605	T3
11338240	3	CNTL	GSM3323605	T3
11338260	1.9	CNTL	GSM3323605	T3
11338280	0.3	CNTL	GSM3323605	T3
11338320	1.2	CNTL	GSM3323605	T3
11338340	1.4	CNTL	GSM3323605	T3
11338360	1	CNTL	GSM3323605	T3
11338400	0.9	CNTL	GSM3323605	T3
11338420	1.1	CNTL	GSM3323605	T3
11338440	0.9	CNTL	GSM3323605	T3
11339400	0.3	CNTL	GSM3323605	T3
11339420	1.1	CNTL	GSM3323605	T3
11339440	1.1	CNTL	GSM3323605	T3
11339460	0.2	CNTL	GSM3323605	T3
11339540	0.3	CNTL	GSM3323605	T3
11339560	1.8	CNTL	GSM3323605	T3
11339580	2.9	CNTL	GSM3323605	T3
11339600	3.5	CNTL	GSM3323605	T3
11339620	2	CNTL	GSM3323605	T3
11339640	1	CNTL	GSM3323605	T3
11339660	0.3	CNTL	GSM3323605	T3
11339680	0.5	CNTL	GSM3323605	T3
11339700	0.9	CNTL	GSM3323605	T3
11339720	2.5	CNTL	GSM3323605	T3
11339740	3.6	CNTL	GSM3323605	T3
11339760	3.2	CNTL	GSM3323605	T3
11339780	0.5	CNTL	GSM3323605	T3
11339800	1	CNTL	GSM3323605	T3
11339820	0.9	CNTL	GSM3323605	T3
11339840	0.8	CNTL	GSM3323605	T3
11340160	0.2	CNTL	GSM3323605	T3
11340180	0.8	CNTL	GSM3323605	T3
11340200	0.8	CNTL	GSM3323605	T3
11340220	0.1	CNTL	GSM3323605	T3
11340620	0.2	CNTL	GSM3323605	T3
11340640	0.5	CNTL	GSM3323605	T3
11340660	1.1	CNTL	GSM3323605	T3
11340680	0.6	CNTL	GSM3323605	T3
11340700	0.2	CNTL	GSM3323605	T3
11340820	0.1	CNTL	GSM3323605	T3
11340840	0.3	CNTL	GSM3323605	T3
11340860	0.3	CNTL	GSM3323605	T3
11340920	0.1	CNTL	GSM3323605	T3
11340940	0.3	CNTL	GSM3323605	T3
11340960	0.3	CNTL	GSM3323605	T3
11340980	0.1	CNTL	GSM3323605	T3
11341100	0.1	CNTL	GSM3323605	T3
11341120	0.3	CNTL	GSM3323605	T3
11341140	0.2	CNTL	GSM3323605	T3
11341360	0.4	CNTL	GSM3323605	T3
11341380	1.1	CNTL	GSM3323605	T3
11341400	1.4	CNTL	GSM3323605	T3
11341420	0.7	CNTL	GSM3323605	T3
11341440	0.5	CNTL	GSM3323605	T3
11341460	0.8	CNTL	GSM3323605	T3
11341480	1.4	CNTL	GSM3323605	T3
11341500	0.9	CNTL	GSM3323605	T3
11341520	0.3	CNTL	GSM3323605	T3
11341560	0.5	CNTL	GSM3323605	T3
11341580	1	CNTL	GSM3323605	T3
11341600	1	CNTL	GSM3323605	T3
11341620	0.7	CNTL	GSM3323605	T3
11341640	1.1	CNTL	GSM3323605	T3
11341660	1.2	CNTL	GSM3323605	T3
11341680	0.5	CNTL	GSM3323605	T3
11341700	0.5	CNTL	GSM3323605	T3
11341720	0.1	CNTL	GSM3323605	T3
11341760	1.4	CNTL	GSM3323605	T3
11341780	1.6	CNTL	GSM3323605	T3
11341800	0.9	CNTL	GSM3323605	T3
11341820	3.1	CNTL	GSM3323605	T3
11341840	3.3	CNTL	GSM3323605	T3
11341860	2	CNTL	GSM3323605	T3
11341940	1.3	CNTL	GSM3323605	T3
11341960	2.4	CNTL	GSM3323605	T3
11341980	3.1	CNTL	GSM3323605	T3
11342000	1.4	CNTL	GSM3323605	T3
11342020	0.3	CNTL	GSM3323605	T3
11342540	0.2	CNTL	GSM3323605	T3
11342560	0.5	CNTL	GSM3323605	T3
11342580	0.5	CNTL	GSM3323605	T3
11342600	0.1	CNTL	GSM3323605	T3
11342880	0.2	CNTL	GSM3323605	T3
11342900	0.5	CNTL	GSM3323605	T3
11342920	0.5	CNTL	GSM3323605	T3
11342940	0.1	CNTL	GSM3323605	T3
11343140	2.3	CNTL	GSM3323605	T3
11343160	3	CNTL	GSM3323605	T3
11343180	2.6	CNTL	GSM3323605	T3
11336220	0.1	CNTL	GSM3323606	DN
11336240	0.3	CNTL	GSM3323606	DN
11336260	0.3	CNTL	GSM3323606	DN
11336280	0.1	CNTL	GSM3323606	DN
11336520	0.4	CNTL	GSM3323606	DN
11336540	1	CNTL	GSM3323606	DN
11336560	1.1	CNTL	GSM3323606	DN
11336580	0.4	CNTL	GSM3323606	DN
11336720	1	CNTL	GSM3323606	DN
11336740	1.3	CNTL	GSM3323606	DN
11336760	0.9	CNTL	GSM3323606	DN
11336840	0.2	CNTL	GSM3323606	DN
11336860	0.5	CNTL	GSM3323606	DN
11336880	0.4	CNTL	GSM3323606	DN
11336900	0.1	CNTL	GSM3323606	DN
11337060	0.3	CNTL	GSM3323606	DN
11337080	1	CNTL	GSM3323606	DN
11337100	1.1	CNTL	GSM3323606	DN
11337120	0.5	CNTL	GSM3323606	DN
11337160	0.1	CNTL	GSM3323606	DN
11337180	0.5	CNTL	GSM3323606	DN
11337200	0.5	CNTL	GSM3323606	DN
11337220	0.3	CNTL	GSM3323606	DN
11337240	0.3	CNTL	GSM3323606	DN
11337260	0.2	CNTL	GSM3323606	DN
11337280	0.1	CNTL	GSM3323606	DN
11337300	0.1	CNTL	GSM3323606	DN
11337320	0.8	CNTL	GSM3323606	DN
11337340	1	CNTL	GSM3323606	DN
11337360	1.3	CNTL	GSM3323606	DN
11337380	1.9	CNTL	GSM3323606	DN
11337400	3	CNTL	GSM3323606	DN
11337420	2.7	CNTL	GSM3323606	DN
11337440	1.8	CNTL	GSM3323606	DN
11337460	0.7	CNTL	GSM3323606	DN
11337480	0.5	CNTL	GSM3323606	DN
11337500	1	CNTL	GSM3323606	DN
11337520	1.6	CNTL	GSM3323606	DN
11337540	2.4	CNTL	GSM3323606	DN
11337560	3.3	CNTL	GSM3323606	DN
11337580	3.1	CNTL	GSM3323606	DN
11337600	3.7	CNTL	GSM3323606	DN
11337620	2.5	CNTL	GSM3323606	DN
11337640	1.2	CNTL	GSM3323606	DN
11337660	0.2	CNTL	GSM3323606	DN
11337680	0.1	CNTL	GSM3323606	DN
11337700	0.9	CNTL	GSM3323606	DN
11337720	1.8	CNTL	GSM3323606	DN
11337740	3.8	CNTL	GSM3323606	DN
11337760	4.4	CNTL	GSM3323606	DN
11337780	4.7	CNTL	GSM3323606	DN
11337800	5.2	CNTL	GSM3323606	DN
11337820	6.1	CNTL	GSM3323606	DN
11337840	4.6	CNTL	GSM3323606	DN
11337860	5.5	CNTL	GSM3323606	DN
11337880	4.4	CNTL	GSM3323606	DN
11337900	2.8	CNTL	GSM3323606	DN
11337920	0.7	CNTL	GSM3323606	DN
11337940	0.5	CNTL	GSM3323606	DN
11337960	3.2	CNTL	GSM3323606	DN
11337980	5.1	CNTL	GSM3323606	DN
11338000	5.2	CNTL	GSM3323606	DN
11338020	3.7	CNTL	GSM3323606	DN
11338040	2.9	CNTL	GSM3323606	DN
11338060	2.4	CNTL	GSM3323606	DN
11338080	1.8	CNTL	GSM3323606	DN
11338100	0.9	CNTL	GSM3323606	DN
11338120	1.1	CNTL	GSM3323606	DN
11338140	2.3	CNTL	GSM3323606	DN
11338160	2.7	CNTL	GSM3323606	DN
11338180	2.3	CNTL	GSM3323606	DN
11338200	0.8	CNTL	GSM3323606	DN
11338220	1	CNTL	GSM3323606	DN
11338240	0.6	CNTL	GSM3323606	DN
11338260	0.7	CNTL	GSM3323606	DN
11338280	0.3	CNTL	GSM3323606	DN
11338300	0.2	CNTL	GSM3323606	DN
11338320	0.1	CNTL	GSM3323606	DN
11338340	0.7	CNTL	GSM3323606	DN
11338360	0.8	CNTL	GSM3323606	DN
11338380	0.5	CNTL	GSM3323606	DN
11338400	0.2	CNTL	GSM3323606	DN
11338420	0.1	CNTL	GSM3323606	DN
11338540	0.3	CNTL	GSM3323606	DN
11338560	0.4	CNTL	GSM3323606	DN
11338580	0.3	CNTL	GSM3323606	DN
11338600	0.1	CNTL	GSM3323606	DN
11338620	0.1	CNTL	GSM3323606	DN
11338640	0.6	CNTL	GSM3323606	DN
11338660	0.8	CNTL	GSM3323606	DN
11338680	0.6	CNTL	GSM3323606	DN
11338760	0.3	CNTL	GSM3323606	DN
11338780	0.3	CNTL	GSM3323606	DN
11338800	0.2	CNTL	GSM3323606	DN
11338960	0.2	CNTL	GSM3323606	DN
11338980	0.3	CNTL	GSM3323606	DN
11339000	0.3	CNTL	GSM3323606	DN
11339220	0.1	CNTL	GSM3323606	DN
11339240	0.2	CNTL	GSM3323606	DN
11339260	0.2	CNTL	GSM3323606	DN
11339280	0.1	CNTL	GSM3323606	DN
11339300	0.7	CNTL	GSM3323606	DN
11339320	0.9	CNTL	GSM3323606	DN
11339340	0.6	CNTL	GSM3323606	DN
11339380	0.1	CNTL	GSM3323606	DN
11339400	0.2	CNTL	GSM3323606	DN
11339420	0.1	CNTL	GSM3323606	DN
11339460	0.2	CNTL	GSM3323606	DN
11339480	0.6	CNTL	GSM3323606	DN
11339500	0.9	CNTL	GSM3323606	DN
11339520	0.8	CNTL	GSM3323606	DN
11339540	0.8	CNTL	GSM3323606	DN
11339560	0.7	CNTL	GSM3323606	DN
11339580	0.6	CNTL	GSM3323606	DN
11339600	0.4	CNTL	GSM3323606	DN
11339620	0.3	CNTL	GSM3323606	DN
11339640	1	CNTL	GSM3323606	DN
11339660	0.9	CNTL	GSM3323606	DN
11339680	0.5	CNTL	GSM3323606	DN
11339700	0.6	CNTL	GSM3323606	DN
11339720	1.2	CNTL	GSM3323606	DN
11339740	0.8	CNTL	GSM3323606	DN
11339760	1.1	CNTL	GSM3323606	DN
11339780	1	CNTL	GSM3323606	DN
11339800	1	CNTL	GSM3323606	DN
11339820	0.5	CNTL	GSM3323606	DN
11339840	1	CNTL	GSM3323606	DN
11339860	1	CNTL	GSM3323606	DN
11339880	1	CNTL	GSM3323606	DN
11339900	0.3	CNTL	GSM3323606	DN
11339920	0.2	CNTL	GSM3323606	DN
11339940	0.7	CNTL	GSM3323606	DN
11339960	0.8	CNTL	GSM3323606	DN
11339980	0.5	CNTL	GSM3323606	DN
11340000	0.1	CNTL	GSM3323606	DN
11340060	0.1	CNTL	GSM3323606	DN
11340080	0.6	CNTL	GSM3323606	DN
11340100	0.9	CNTL	GSM3323606	DN
11340120	0.7	CNTL	GSM3323606	DN
11340140	0.4	CNTL	GSM3323606	DN
11340160	0.1	CNTL	GSM3323606	DN
11340380	0.3	CNTL	GSM3323606	DN
11340400	0.3	CNTL	GSM3323606	DN
11340420	0.1	CNTL	GSM3323606	DN
11340440	0.2	CNTL	GSM3323606	DN
11340460	0.3	CNTL	GSM3323606	DN
11340480	0.2	CNTL	GSM3323606	DN
11340580	0.1	CNTL	GSM3323606	DN
11340600	0.2	CNTL	GSM3323606	DN
11340620	0.3	CNTL	GSM3323606	DN
11340640	0.5	CNTL	GSM3323606	DN
11340660	0.4	CNTL	GSM3323606	DN
11340680	0.1	CNTL	GSM3323606	DN
11340700	0.3	CNTL	GSM3323606	DN
11340720	1.3	CNTL	GSM3323606	DN
11340740	1.9	CNTL	GSM3323606	DN
11340760	2.1	CNTL	GSM3323606	DN
11340780	1.7	CNTL	GSM3323606	DN
11340800	0.9	CNTL	GSM3323606	DN
11340820	0.2	CNTL	GSM3323606	DN
11340840	0.1	CNTL	GSM3323606	DN
11340860	0.2	CNTL	GSM3323606	DN
11340880	1	CNTL	GSM3323606	DN
11340900	1	CNTL	GSM3323606	DN
11340920	0.4	CNTL	GSM3323606	DN
11340940	0.1	CNTL	GSM3323606	DN
11340960	0.2	CNTL	GSM3323606	DN
11340980	0.9	CNTL	GSM3323606	DN
11341000	1	CNTL	GSM3323606	DN
11341020	1.1	CNTL	GSM3323606	DN
11341040	2	CNTL	GSM3323606	DN
11341060	2.5	CNTL	GSM3323606	DN
11341080	1.6	CNTL	GSM3323606	DN
11341100	0.4	CNTL	GSM3323606	DN
11341120	0.7	CNTL	GSM3323606	DN
11341140	1.5	CNTL	GSM3323606	DN
11341160	2	CNTL	GSM3323606	DN
11341180	1.5	CNTL	GSM3323606	DN
11341200	0.7	CNTL	GSM3323606	DN
11341220	0.5	CNTL	GSM3323606	DN
11341240	0.3	CNTL	GSM3323606	DN
11341260	0.9	CNTL	GSM3323606	DN
11341280	1	CNTL	GSM3323606	DN
11341300	1.2	CNTL	GSM3323606	DN
11341320	1.4	CNTL	GSM3323606	DN
11341340	2.7	CNTL	GSM3323606	DN
11341360	1.9	CNTL	GSM3323606	DN
11341380	0.9	CNTL	GSM3323606	DN
11341400	0.8	CNTL	GSM3323606	DN
11341420	2.2	CNTL	GSM3323606	DN
11341440	2.9	CNTL	GSM3323606	DN
11341460	3.5	CNTL	GSM3323606	DN
11341480	1.9	CNTL	GSM3323606	DN
11341500	2.2	CNTL	GSM3323606	DN
11341520	1.1	CNTL	GSM3323606	DN
11341540	0.8	CNTL	GSM3323606	DN
11341560	0.7	CNTL	GSM3323606	DN
11341580	0.6	CNTL	GSM3323606	DN
11341600	0.5	CNTL	GSM3323606	DN
11341620	0.5	CNTL	GSM3323606	DN
11341640	0.5	CNTL	GSM3323606	DN
11341660	0.3	CNTL	GSM3323606	DN
11341680	0.3	CNTL	GSM3323606	DN
11341700	0.4	CNTL	GSM3323606	DN
11341720	0.6	CNTL	GSM3323606	DN
11341740	0.9	CNTL	GSM3323606	DN
11341760	1.3	CNTL	GSM3323606	DN
11341780	1.8	CNTL	GSM3323606	DN
11341800	2.1	CNTL	GSM3323606	DN
11341820	1	CNTL	GSM3323606	DN
11341840	0.4	CNTL	GSM3323606	DN
11341860	1.3	CNTL	GSM3323606	DN
11341880	1.4	CNTL	GSM3323606	DN
11341900	1.1	CNTL	GSM3323606	DN
11341920	0.9	CNTL	GSM3323606	DN
11341940	2	CNTL	GSM3323606	DN
11341960	1.9	CNTL	GSM3323606	DN
11341980	1.6	CNTL	GSM3323606	DN
11342000	0.6	CNTL	GSM3323606	DN
11342020	0.8	CNTL	GSM3323606	DN
11342040	0.8	CNTL	GSM3323606	DN
11342060	0.5	CNTL	GSM3323606	DN
11342080	0.2	CNTL	GSM3323606	DN
11342100	0.2	CNTL	GSM3323606	DN
11342120	0.1	CNTL	GSM3323606	DN
11342240	0.1	CNTL	GSM3323606	DN
11342260	0.3	CNTL	GSM3323606	DN
11342280	0.3	CNTL	GSM3323606	DN
11342300	0.3	CNTL	GSM3323606	DN
11342320	0.2	CNTL	GSM3323606	DN
11342340	0.1	CNTL	GSM3323606	DN
11342360	0.3	CNTL	GSM3323606	DN
11342380	0.4	CNTL	GSM3323606	DN
11342400	0.7	CNTL	GSM3323606	DN
11342420	0.6	CNTL	GSM3323606	DN
11342440	0.5	CNTL	GSM3323606	DN
11342460	0.2	CNTL	GSM3323606	DN
11342480	0.2	CNTL	GSM3323606	DN
11342500	0.1	CNTL	GSM3323606	DN
11342540	0.2	CNTL	GSM3323606	DN
11342560	0.4	CNTL	GSM3323606	DN
11342580	0.8	CNTL	GSM3323606	DN
11342600	0.5	CNTL	GSM3323606	DN
11342620	0.1	CNTL	GSM3323606	DN
11342640	0.2	CNTL	GSM3323606	DN
11342660	0.6	CNTL	GSM3323606	DN
11342680	0.9	CNTL	GSM3323606	DN
11342700	0.6	CNTL	GSM3323606	DN
11342720	0.5	CNTL	GSM3323606	DN
11342740	0.5	CNTL	GSM3323606	DN
11342760	0.8	CNTL	GSM3323606	DN
11342780	1.9	CNTL	GSM3323606	DN
11342800	2.5	CNTL	GSM3323606	DN
11342820	1.6	CNTL	GSM3323606	DN
11342840	0.6	CNTL	GSM3323606	DN
11342900	0.4	CNTL	GSM3323606	DN
11342920	2	CNTL	GSM3323606	DN
11342940	2.6	CNTL	GSM3323606	DN
11342960	2.4	CNTL	GSM3323606	DN
11342980	3	CNTL	GSM3323606	DN
11343000	3.1	CNTL	GSM3323606	DN
11343020	1.7	CNTL	GSM3323606	DN
11343040	1.1	CNTL	GSM3323606	DN
11343060	1.2	CNTL	GSM3323606	DN
11343080	1	CNTL	GSM3323606	DN
11343120	0.2	CNTL	GSM3323606	DN
